HOSPCODE|HID|HOUSE_ID|HOUSETYPE|ROOMNO|CONDO|HOUSE|SOISUB|SOIMAIN|ROAD|VILLANAME|VILLAGE|TAMBON|AMPUR|CHANGWAT|TELEPHONE|LATITUDE|LONGITUDE|NFAMILY|LOCATYPE|VHVID|HEADID|TOILET|WATER|WATERTYPE|GARBAGE|HOUSING|DURABILITY|CLEANLINESS|VENTILATION|LIGHT|WATERTM|MFOOD|BCONTROL|ACONTROL|CHEMICAL|OUTDATE|D_UPDATE
07522|316||0|||67|||||02|07|02|56||||1||001533|001090||||||||||||||||20101009000000
07522|317||0|||64|||||02|07|02|56||||1||001803|000000||||||||||||||||20101009000000
07522|318||0|||59|||||02|07|02|56||||1||001208|000000||||||||||||||||20101009000000
07522|319||0|||62|||||02|07|02|56||||1||001829|000000||||||||||||||||20101009000000
07522|321||0|||61|||||02|07|02|56||||1||001829|000000||||||||||||||||20101009000000
07522|322||0|||60/1|||||02|07|02|56||||1||001106|001107||||||||||||||||20101009000000
07522|323||0|||60|||||02|07|02|56||||1||001803|000000||||||||||||||||20101009000000
07522|324||0|||6|||||02|07|02|56||||1||001638|001116||||||||||||||||20121115144941
07522|325||0|||59/1|||||02|07|02|56||||1|2|001208|001121||||||||||||||||20121008145950
07522|326||0|||65|||||02|07|02|56||||1||001155|000000||||||||||||||||20101009000000
07522|327||0|||37/4|||||02|07|02|56||||1||001803|000000||||||||||||||||20101009000000
07522|328||0|||42|||||02|07|02|56||||1||001155|000000||||||||||||||||20101009000000
07522|329||0|||4|||||02|07|02|56||||1||001638|000000||||||||||||||||20101009000000
07522|330||0|||39/1|||||02|07|02|56||||1||001160|001146||||||||||||||||20101009000000
07522|332||0|||38/3|||||02|07|02|56||||1||001811|000000||||||||||||||||20101009000000
07522|334||0|||4/2|||||02|07|02|56||||1||001815|000000||||||||||||||||20101009000000
07522|337||0|||37/2|||||02|07|02|56||||1||001155|001154||||||||||||||||20101009000000
07522|338||0|||37/1|||||02|07|02|56||||1||001160|001160||||||||||||||||20101009000000
07522|340||0|||36/1|||||02|07|02|56||||1||001803|000000||||||||||||||||20101009000000
07522|341||0|||87|||||02|07|02|56||||1||001368|000000||||||||||||||||20101009000000
07522|342||0|||37|||||02|07|02|56||||1||001803|001175||||||||||||||||20101009000000
07522|343||0|||38|||||02|07|02|56||||1||001803|001176||||||||||||||||20101009000000
07522|344||0|||46|||||02|07|02|56||||1||001195|000000||||||||||||||||20101009000000
07522|345||0|||49|||||02|07|02|56||||1||001195|000000||||||||||||||||20101009000000
07522|346||0|||48/2|||||02|07|02|56||||1||001195|000000||||||||||||||||20101009000000
07522|347||0|||48/1|||||02|07|02|56||||1||001195|001200||||||||||||||||20101009000000
07522|348||0|||48|||||02|07|02|56||||1||001195|000000||||||||||||||||20101009000000
07522|349||0|||47/3|||||02|07|02|56||||1||001208|000000||||||||||||||||20101009000000
07522|350||0|||47/2|||||02|07|02|56||||1||001648|001211||||||||||||||||20130219151513
07522|351||0|||4/1|||||02|07|02|56||||1||001867|000000||||||||||||||||20101009000000
07522|352||0|||47|||||02|07|02|56||||1||001195|000000||||||||||||||||20101009000000
07522|353||0|||49/1|||||02|07|02|56||||1||001400|000000||||||||||||||||20101009000000
07522|354||0|||45|||||02|07|02|56||||1||001195|001226||||||||||||||||20101009000000
07522|355||0|||44/1|||||02|07|02|56||||1||000000|001228||||||||||||||||20130219151608
07522|356||0|||44|||||02|07|02|56||||1||001155|000000||||||||||||||||20101009000000
07522|357||0|||43/1|||||02|07|02|56||||1||001155|001239||||||||||||||||20101009000000
07522|358||0|||43|||||02|07|02|56||||1||000000|001242||||||||||||||||20101213111517
07522|360||0|||47/1|||||02|07|02|56||||1||001195|000000||||||||||||||||20101009000000
07522|361||0|||9/1|||||02|07|02|56||||1||000000|001249||||||||||||||||20101009000000
07522|362||0|||85|||||02|07|02|56||||1||001711|001256||||||||||||||||20101009000000
07522|364||0|||92|||||02|07|02|56||||1||001829|001257||||||||||||||||20101009000000
07522|365||0|||91/1|||||02|07|02|56||||1||001648|000000||||||||||||||||20101009000000
07522|366||0|||91|||||02|07|02|56||||1||001368|001266||||||||||||||||20101009000000
07522|367||0|||90/1|||||02|07|02|56||||1||001368|000000||||||||||||||||20101009000000
07522|368||0|||93/1|||||02|07|02|56||||1||001106|001273||||||||||||||||20101009000000
07522|369||0|||9/2|||||02|07|02|56||||1||001160|001274||||||||||||||||20101009000000
07522|370||0|||93/2|||||02|07|02|56||||1||001533|001278||||||||||||||||20101009000000
07522|371||0|||9|||||02|07|02|56||||1||001773|000000||||||||||||||||20101009000000
07522|372||0|||89/2|||||02|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|374||0|||89|||||02|07|02|56||||1||001155|000000||||||||||||||||20101009000000
07522|375||0|||88|||||02|07|02|56||||1||001368|000000||||||||||||||||20101009000000
07522|376||0|||85/1|||||02|07|02|56||||1||001106|000000||||||||||||||||20101009000000
07522|377||0|||90|||||02|07|02|56||||1||001368|000000||||||||||||||||20101009000000
07522|378||0|||97|||||02|07|02|56||||1||001711|001309||||||||||||||||20101009000000
07522|380||0|||51|||||02|07|02|56||||1||001400|001312||||||||||||||||20130219151735
07522|381||0|||99/1|||||02|07|02|56||||1||001106|000000||||||||||||||||20101009000000
07522|383||0|||99|||||02|07|02|56||||1||001106|001322||||||||||||||||20101009000000
07522|384||0|||98/2|||||02|07|02|56||||1||000000|001326||||||||||||||||20101009000000
07522|385||0|||93|||||02|07|02|56||||1||001400|001331||||||||||||||||20101009000000
07522|386||0|||98|||||02|07|02|56||||1||001711|001336||||||||||||||||20101009000000
07522|387||0|||84/1|||||02|07|02|56||||1||001533|001340||||||||||||||||20101009000000
07522|388||0|||96/1|||||02|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|389||0|||96|||||02|07|02|56||||1||001711|000000||||||||||||||||20101009000000
07522|390||0|||95/2|||||02|07|02|56||||1||001400|001353||||||||||||||||20130219151829
07522|391||0|||95/1|||||02|07|02|56||||1||001368|000000||||||||||||||||20101009000000
07522|392||0|||95|||||02|07|02|56||||1||001711|001362||||||||||||||||20101009000000
07522|393||0|||94|||||02|07|02|56||||1||001368|000000||||||||||||||||20101009000000
07522|394||0|||98/1|||||02|07|02|56||||1||001711|001373||||||||||||||||20101009000000
07522|395|5602008310|0|||72|||||02|07|02|56||||1||001208|001378||||||||||||||||20101009000000
07522|396||0|||86|||||02|07|02|56||||1||001741|001387||||||||||||||||20130219154523
07522|397||0|||75/1|||||02|07|02|56||||1||001432|000000||||||||||||||||20101009000000
07522|398||0|||75|||||02|07|02|56||||1||001432|001396||||||||||||||||20101009000000
07522|399||0|||74|||||02|07|02|56||||1||001432|001399||||||||||||||||20101009000000
07522|401||0|||73/1|||||02|07|02|56||||1||001400|000000||||||||||||||||20101009000000
07522|403|5602025976|0|||72/1|||||02|07|02|56||||1||001208|000000||||||||||||||||20101009000000
07522|405||0|||71|||||02|07|02|56||||1||001208|000000||||||||||||||||20101009000000
07522|406||0|||70|||||02|07|02|56||||1||001208|000000||||||||||||||||20101009000000
07522|407||0|||7|||||02|07|02|56||||1||001638|000000||||||||||||||||20101009000000
07522|409||0|||69|||||02|07|02|56||||1||001685|001422||||||||||||||||20101009000000
07522|410||0|||68/3|||||02|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|412||0|||8|||||02|07|02|56||||1||001638|001428||||||||||||||||20130219152348
07522|413||0|||84|||||02|07|02|56||||1||001432|000000||||||||||||||||20101009000000
07522|414||0|||83/3|||||02|07|02|56||||1||001685|001436||||||||||||||||20130219152514
07522|417||0|||82/1|||||02|07|02|56||||1||001432|000000||||||||||||||||20101009000000
07522|418||0|||82|||||02|07|02|56||||1||001432|001441||||||||||||||||20130219152607
07522|419||0|||76|||||02|07|02|56||||1||001432|001447||||||||||||||||20101009000000
07522|420||0|||8/1|||||02|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|421||0|||68/2|||||02|07|02|56||||1|2|001685|001454||||||||||||||||20121008154026
07522|422||0|||79/2|||||02|07|02|56||||1||000000|001457||||||||||||||||20130219152659
07522|423||0|||79/1|||||02|07|02|56||||1||001685|000000||||||||||||||||20101009000000
07522|424||0|||79|||||02|07|02|56||||1||001685|001468||||||||||||||||20130219152758
07522|425|56020296865|0|||78/2|||||02|07|02|56||||1||001533|001474||||||||||||||||20101009000000
07522|426||0|||78/1|||||02|07|02|56||||1||001685|001476||||||||||||||||20101009000000
07522|428||0|||81|||||02|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|429||0|||121|||||02|07|02|56||||1||001106|000000||||||||||||||||20101009000000
07522|430||0|||163|||||02|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|432|56020303047|0|||128|||||02|07|02|56||||1||001829|000000||||||||||||||||20101009000000
07522|433||0|||126|||||02|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|435||0|||124|||||02|07|02|56||||1|2|000000|001495||||||||||||||||20121008154408
07522|436|56020304957|0|||130|||||02|07|02|56||||1||001829|000000||||||||||||||||20101009000000
07522|438|56020305945|0|||131|||||02|07|02|56||||1||001685|001501||||||||||||||||20101009000000
07522|439||0|||12/1|||||02|07|02|56||||1||001685|001504||||||||||||||||20130219152901
07522|440||0|||12|||||02|07|02|56||||1||001811|000000||||||||||||||||20101009000000
07522|441||0|||119|||||02|07|02|56||||1||001815|001514||||||||||||||||20101009000000
07522|442||0|||118|||||02|07|02|56||||1||001815|000000||||||||||||||||20101009000000
07522|443||0|||117|||||02|07|02|56||||1||001811|000000||||||||||||||||20101009000000
07522|444||0|||116|||||02|07|02|56||||1||000000|001525||||||||||||||||20101009000000
07522|445||1|||123|||||02|07|02|56||||1|2|001741|001530||||||||||||||||20130923131815
07522|447||0|||162/1|||||02|07|02|56||||1||001533|000000||||||||||||||||20101009000000
07522|448||0|||162|||||02|07|02|56||||1||001533|001534||||||||||||||||20101009000000
07522|449||0|||161|||||02|07|02|56||||1||001533|000000||||||||||||||||20101009000000
07522|450||0|||160|||||02|07|02|56||||1||001533|001544||||||||||||||||20130219153051
07522|451||1|||16/1|||||02|07|02|56||||1|2|000000|001549||||||||||||||||20131104143812
07522|452||0|||16|||||02|07|02|56||||1||001551|000000||||||||||||||||20101009000000
07522|453||0|||13/1|||||02|07|02|56||||1||001773|001555||||||||||||||||20101009000000
07522|455||0|||113/1|||||02|07|02|56||||1||001368|001559||||||||||||||||20101009000000
07522|456||0|||15|||||02|07|02|56||||1||001773|001563||||||||||||||||20101009000000
07522|458||0|||140|||||02|07|02|56||||1||001160|000000||||||||||||||||20101009000000
07522|459||1|||14|||||02|07|02|56||||1|2|001773|001573||||||||||||||||20140203105311
07522|460||1|||139|||||02|07|02|56||||1|2|000000|001579||||||||||||||||20140127143930
07522|461||0|||132|||||02|07|02|56||||1|2|001368|001583||||||||||||||||20120529142826
07522|462||0|||159|||||02|07|02|56||||1||001533|001585||||||||||||||||20101009000000
07522|463||0|||100/1|||||02|07|02|56||||1||001741|000000||||||||||||||||20101009000000
07522|464||0|||104/2|||||02|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|465||0|||104|||||02|07|02|56||||1||001106|000000||||||||||||||||20101009000000
07522|466||0|||103/3|||||02|07|02|56||||1||001829|001602||||||||||||||||20130219153143
07522|467||0|||103/2|||||02|07|02|56||||1||001106|000000||||||||||||||||20101009000000
07522|468||0|||103/1|||||02|07|02|56||||1||001741|000000||||||||||||||||20101009000000
07522|469||0|||103|||||02|07|02|56||||1||001106|001616||||||||||||||||20101009000000
07522|470||0|||115|||||02|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|471||0|||101|||||02|07|02|56||||1||001648|000000||||||||||||||||20101009000000
07522|472||0|||106/1|||||02|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|473||0|||100|||||02|07|02|56||||1||001741|000000||||||||||||||||20101009000000
07522|474||0|||10/2|||||02|07|02|56||||1||001160|000000||||||||||||||||20101009000000
07522|475||0|||10/1|||||02|07|02|56||||1||001741|001634||||||||||||||||20101009000000
07522|476||0|||1/1|||||02|07|02|56||||1||001638|000000||||||||||||||||20101009000000
07522|477||0|||35/1|||||02|07|02|56||||1||000000|001642||||||||||||||||20101009000000
07522|479||0|||102|||||02|07|02|56||||1||001648|000000||||||||||||||||20101009000000
07522|480||0|||110|||||02|07|02|56||||1||001160|001652||||||||||||||||20130219153408
07522|481||0|||10|||||02|07|02|56||||1||001685|001655||||||||||||||||20101009000000
07522|482||0|||113|||||02|07|02|56||||1||001685|001660||||||||||||||||20101009000000
07522|483||0|||112/1|||||02|07|02|56||||1||001829|001664||||||||||||||||20101009000000
07522|484||0|||112|||||02|07|02|56||||1||001741|000000||||||||||||||||20101009000000
07522|485||0|||111/1|||||02|07|02|56||||1||001815|001673||||||||||||||||20101009000000
07522|486||0|||111|||||02|07|02|56||||1||001829|001676||||||||||||||||20101009000000
07522|487||0|||105|||||02|07|02|56||||1||001711|000000||||||||||||||||20101009000000
07522|489||0|||106|||||02|07|02|56||||1||001685|001685||||||||||||||||20101009000000
07522|490||0|||11|||||02|07|02|56||||1||001773|001687||||||||||||||||20130219153546
07522|491||0|||109/1|||||02|07|02|56||||1||001803|001691||||||||||||||||20101009000000
07522|492|5602023937|0|||109|||||02|07|02|56||||1||001648|000000||||||||||||||||20101009000000
07522|493||0|||108|||||02|07|02|56||||1||001711|000000||||||||||||||||20101009000000
07522|494||0|||107/1|||||02|07|02|56||||1||001815|000000||||||||||||||||20101009000000
07522|495||0|||107|||||02|07|02|56||||1||001815|001701||||||||||||||||20101009000000
07522|497||0|||110/2|||||02|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|500||0|||29/1|||||02|07|02|56||||1||001711|001710||||||||||||||||20121114092726
07522|501||0|||34|||||02|07|02|56||||1||001803|001716||||||||||||||||20101009000000
07522|502||0|||28|||||02|07|02|56||||1||001551|001723||||||||||||||||20130219153927
07522|503||0|||27|||||02|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|505||0|||3|||||02|07|02|56||||1||001638|001733||||||||||||||||20130219154037
07522|506||0|||26/2|||||02|07|02|56||||1||001551|000000||||||||||||||||20101009000000
07522|507||0|||3/1|||||02|07|02|56||||1||001741|001741||||||||||||||||20101009000000
07522|508||0|||26|||||02|07|02|56||||1||001551|001737||||||||||||||||20121006144333
07522|509||0|||258|||||02|07|02|56||||1||001648|001749||||||||||||||||20101009000000
07522|510||0|||256|||||02|07|02|56||||1||001648|000000||||||||||||||||20101009000000
07522|512||0|||25/1|||||02|07|02|56||||1||001867|001757||||||||||||||||20101009000000
07522|513||0|||25|||||02|07|02|56||||1|2|001551|001761||||||||||||||||20121009111149
07522|515||0|||32/1|||||02|07|02|56||||1||001811|001766||||||||||||||||20101009000000
07522|516||0|||163/1|||||02|07|02|56||||1|2|001533|001770||||||||||||||||20121009111437
07522|517||0|||1|||||02|07|02|56||||1||001773|001773||||||||||||||||20101009000000
07522|518||0|||34/2|||||02|07|02|56||||1||001815|001777||||||||||||||||20101009000000
07522|519||0|||35|||||02|07|02|56||||1||001867|000000||||||||||||||||20101009000000
07522|520||0|||33/2|||||02|07|02|56||||1||001811|000000||||||||||||||||20101009000000
07522|521||0|||33/1|||||02|07|02|56||||1||001811|001786||||||||||||||||20101009000000
07522|523||0|||32/2|||||02|07|02|56||||1||001811|000000||||||||||||||||20101009000000
07522|524||0|||29|||||02|07|02|56||||1||001867|000000||||||||||||||||20101009000000
07522|525|5602008274|0|||32|||||02|07|02|56||||1||001811|000000||||||||||||||||20101009000000
07522|526||0|||31/1|||||02|07|02|56||||1||001867|001805||||||||||||||||20130219154134
07522|527||0|||31|||||02|07|02|56||||1||001811|000000||||||||||||||||20101009000000
07522|528||0|||30/1|||||02|07|02|56||||1||001815|001816||||||||||||||||20101009000000
07522|530||0|||30|||||02|07|02|56||||1||001867|001821||||||||||||||||20101009000000
07522|531||0|||33|||||02|07|02|56||||1||001155|000000||||||||||||||||20101009000000
07522|533||0|||19/3|||||02|07|02|56||||1||001195|000000||||||||||||||||20101009000000
07522|534||0|||19/2|||||02|07|02|56||||1||001829|001828||||||||||||||||20101009000000
07522|535||0|||19/1|||||02|07|02|56||||1||001741|001831||||||||||||||||20101009000000
07522|536||0|||19|||||02|07|02|56||||1||001551|001834||||||||||||||||20101009000000
07522|537||0|||18/3|||||02|07|02|56||||1||001106|001837||||||||||||||||20101009000000
07522|538||0|||165|||||02|07|02|56||||1||001773|001840||||||||||||||||20101009000000
07522|539||0|||195|||||02|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|540||0|||18|||||02|07|02|56||||1||001160|001847||||||||||||||||20101009000000
07522|541||0|||182|||||02|07|02|56||||1||001811|000000||||||||||||||||20101009000000
07522|542|56020303560|0|||172|||||02|07|02|56||||1||001648|000000||||||||||||||||20101009000000
07522|543||0|||17|||||02|07|02|56||||1||001773|000000||||||||||||||||20101009000000
07522|544||0|||167|||||02|07|02|56||||1||001803|000000||||||||||||||||20101009000000
07522|545||0|||24/2|||||02|07|02|56||||1||001867|001867||||||||||||||||20101009000000
07522|547||0|||166|||||02|07|02|56||||1||000000|001871||||||||||||||||20130219154220
07522|548||0|||18/1|||||02|07|02|56||||1||001867|001876||||||||||||||||20101009000000
07522|549|56020305619|0|||23/2|||||02|07|02|56||||1||001160|000000||||||||||||||||20101009000000
07522|550||0|||24/1|||||02|07|02|56||||1||001551|001882||||||||||||||||20101009000000
07522|551||0|||18/2|||||02|07|02|56||||1||001711|001887||||||||||||||||20101009000000
07522|552||0|||24|||||02|07|02|56||||1||001867|001890||||||||||||||||20101009000000
07522|553||0|||164|||||02|07|02|56||||1||001648|000000||||||||||||||||20101009000000
07522|555||0|||23/1|||||02|07|02|56||||1||001160|001898||||||||||||||||20101009000000
07522|556||0|||23|||||02|07|02|56||||1||001160|001902||||||||||||||||20101009000000
07522|559||0|||2|||||02|07|02|56||||1||001638|000000||||||||||||||||20101009000000
07522|560||0|||21|||||02|07|02|56||||1||001368|001915||||||||||||||||20101009000000
07522|561||0|||20/1|||||02|07|02|56||||1||000000|001919||||||||||||||||20130219154345
07522|562||0|||20|||||02|07|02|56||||1||001551|000000||||||||||||||||20101009000000
07522|564||0|||22|||||02|07|02|56||||1||000000|001931||||||||||||||||20101009000000
07522|2042||0|||43/3|||||02|07|02|56||||1||000000|001244||||||||||||||||20101030145718
07522|2105||0|||136|||||02|07|02|56||||1||000000|001324||||||||||||||||20110418130939
07522|2196||0|||142|||||02|07|02|56||||1|2|000000|000000||||||||||||||||20120814093105
07522|2282||1|||43/2|||||02|07|02|56||||1|2|000000|006534||||||||||||||||20140205141605
07522|2286|56020310353|1|||142/1|||||02|07|02|56||||1|2|000000|006549||||||||||||||||20130924161504
07522|2290|55/1|0|||55/1|||||02|07|02|56||||1|2|000000|000000||||||||||||||||20131218140450
07522|565||0|||205|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|566||0|||210/1|||||03|07|02|56||||1||000000|001935||||||||||||||||20101009000000
07522|567||0|||210|||||03|07|02|56||||1||000000|001939||||||||||||||||20101009000000
07522|569||0|||209|||||03|07|02|56||||1||000000|001946||||||||||||||||20101009000000
07522|570||0|||208|||||03|07|02|56||||1||000000|001954||||||||||||||||20101009000000
07522|571||0|||207/2|||||03|07|02|56||||1||000000|001960||||||||||||||||20101009000000
07522|572||0|||207/1|||||03|07|02|56||||1||000000|001964||||||||||||||||20101009000000
07522|573||0|||204|||||03|07|02|56||||1||000000|001966||||||||||||||||20101009000000
07522|574||0|||206|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|575||0|||204/1|||||03|07|02|56||||1||000000|001979||||||||||||||||20110718134603
07522|576||0|||221|||||03|07|02|56||||1||000000|001982||||||||||||||||20130219142422
07522|577||0|||203|||||03|07|02|56||||1||000000|001990||||||||||||||||20101009000000
07522|578||0|||207|||||03|07|02|56||||1||000000|001991||||||||||||||||20101009000000
07522|579||0|||218/1|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|580||0|||221/1|||||03|07|02|56||||1||000000|002000||||||||||||||||20101009000000
07522|581||0|||221/2|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|582||0|||201/1|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|583||0|||220|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|584||0|||219/2|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|585||0|||219/1|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|587||0|||218/2|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|588||0|||211|||||03|07|02|56||||1||000000|002028||||||||||||||||20101009000000
07522|589|56020300927|0|||217|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|590||0|||215|||||03|07|02|56||||1|2|000000|002036||||||||||||||||20121009140353
07522|591||0|||214|||||03|07|02|56||||1||000000|002039||||||||||||||||20101009000000
07522|592||0|||213|||||03|07|02|56||||1||000000|002043||||||||||||||||20101009000000
07522|594||0|||211/1|||||03|07|02|56||||1||000000|002045||||||||||||||||20101009000000
07522|595||0|||219|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|596||0|||187/1|||||03|07|02|56||||1||000000|002053||||||||||||||||20120119102502
07522|597||0|||192|||||03|07|02|56||||1||000000|002058||||||||||||||||20101009000000
07522|598||0|||191/3|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|599||0|||191/2|||||03|07|02|56||||1||000000|002070||||||||||||||||20101009000000
07522|600||0|||191|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|601||0|||190|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|602||0|||189/1|||||03|07|02|56||||1||000000|002081||||||||||||||||20101009000000
07522|603||0|||187|||||03|07|02|56||||1||000000|002087||||||||||||||||20101009000000
07522|605||0|||194/1|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|607||0|||221/3|||||03|07|02|56||||1||000000|002096||||||||||||||||20130219142758
07522|608||0|||186/1|||||03|07|02|56||||1||000000|006151||||||||||||||||20101009000000
07522|609||0|||245|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|610||0|||186|||||03|07|02|56||||1||000000|002105||||||||||||||||20101009000000
07522|611|56020301150|0|||185|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|612||0|||189|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|613||0|||197/1|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|614||0|||200/1|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|615||0|||200|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|617||0|||199/1|||||03|07|02|56||||1||000000|002130||||||||||||||||20101009000000
07522|618||0|||199|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|619||0|||198|||||03|07|02|56||||1||000000|002144||||||||||||||||20101009000000
07522|620||0|||193|||||03|07|02|56||||1||000000|002148||||||||||||||||20101009000000
07522|621||0|||197/2|||||03|07|02|56||||1||000000|002155||||||||||||||||20101009000000
07522|622||1|||194|||||03|07|02|56||||1|2|000000|002159||||||||||||||||20140207152852
07522|623||0|||197|||||03|07|02|56||||1||000000|002170||||||||||||||||20101009000000
07522|624||0|||196/2|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|625||0|||196/1|||||03|07|02|56||||1||000000|002174||||||||||||||||20101009000000
07522|626||0|||196|||||03|07|02|56||||1||000000|002175||||||||||||||||20101009000000
07522|627||0|||195|||||03|07|02|56||||1||000000|002187||||||||||||||||20101009000000
07522|628||0|||194/2|||||03|07|02|56||||1||000000|002193||||||||||||||||20101009000000
07522|629|5602010075|0|||201|||||03|07|02|56||||1||000000|002197||||||||||||||||20130219143127
07522|630||0|||197/3|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|631||0|||261|||||03|07|02|56||||1||000000|002207||||||||||||||||20101009000000
07522|632||0|||244/1|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|634||0|||283|||||03|07|02|56||||1||000000|002216||||||||||||||||20120826092122
07522|635||0|||281|||||03|07|02|56||||1||000000|002222||||||||||||||||20101009000000
07522|636||0|||28|||||03|07|02|56||||1||000000|002224||||||||||||||||20130219143344
07522|641||0|||260|||||03|07|02|56||||1||000000|002225||||||||||||||||20101009000000
07522|642||0|||257/1|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|643||0|||257|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|644|56020300625|0|||256|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|645||0|||255/1|||||03|07|02|56||||1||000000|002238||||||||||||||||20101009000000
07522|646||0|||255|||||03|07|02|56||||1||000000|002242||||||||||||||||20101009000000
07522|649||0|||76/1|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|651||0|||174/2|||||03|07|02|56||||1||000000|002252||||||||||||||||20101009000000
07522|652||0|||184/1|||||03|07|02|56||||1||000000|002255||||||||||||||||20101009000000
07522|655||0|||293|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|657||0|||248|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|661||0|||35|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|663||0|||30|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|665||0|||226/1|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|666||0|||231|||||03|07|02|56||||1|2|000000|002279||||||||||||||||20121002103723
07522|667||0|||230|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|669||0|||229|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|671||0|||227/1|||||03|07|02|56||||1||000000|002288||||||||||||||||20121112130800
07522|672||0|||251|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|673||0|||226/2|||||03|07|02|56||||1||000000|002300||||||||||||||||20130219143720
07522|675||0|||226|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|676||0|||225|||||03|07|02|56||||1||000000|006262||||||||||||||||20101009000000
07522|678||0|||224/1|||||03|07|02|56||||1||000000|002316||||||||||||||||20101009000000
07522|679||0|||224|||||03|07|02|56||||1||000000|002322||||||||||||||||20101009000000
07522|680||0|||223|||||03|07|02|56||||1||000000|002328||||||||||||||||20101009000000
07522|681||0|||227|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|682||0|||240|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|683||0|||222|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|684||0|||246|||||03|07|02|56||||1|2|000000|002339||||||||||||||||20121009152649
07522|685||0|||244/2|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|687||0|||243/1|||||03|07|02|56||||1||000000|002348||||||||||||||||20101009000000
07522|689||1|||232|||||03|07|02|56||||1|2|000000|002354||||||||||||||||20131231111755
07522|690||0|||241|||||03|07|02|56||||1||000000|002364||||||||||||||||20101009000000
07522|691||0|||233|||||03|07|02|56||||1||000000|002370||||||||||||||||20101009000000
07522|692||0|||239|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|693||0|||238|||||03|07|02|56||||1||000000|002374||||||||||||||||20101009000000
07522|694||0|||237|||||03|07|02|56||||1||000000|002380||||||||||||||||20101009000000
07522|695||0|||236|||||03|07|02|56||||1||000000|002384||||||||||||||||20101009000000
07522|696||0|||235|||||03|07|02|56||||1||000000|000000||||||||||||||||20101009000000
