HOSPCODE|HID|HOUSE_ID|HOUSETYPE|ROOMNO|CONDO|HOUSE|SOISUB|SOIMAIN|ROAD|VILLANAME|VILLAGE|TAMBON|AMPUR|CHANGWAT|TELEPHONE|LATITUDE|LONGITUDE|NFAMILY|LOCATYPE|VHVID|HEADID|TOILET|WATER|WATERTYPE|GARBAGE|HOUSING|DURABILITY|CLEANLINESS|VENTILATION|LIGHT|WATERTM|MFOOD|BCONTROL|ACONTROL|CHEMICAL|OUTDATE|D_UPDATE
07522|262||0|||149|||||01|07|02|56||||1||000920|000919||||||||||||||||20101009000000
07522|263||0|||148|||||01|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|264||1|||14|||||01|07|02|56||||1|2|000560|000926||||||||||||||||20131002135304
07522|265|5602022527|0|||15/3|||||01|07|02|56||||1||000364|000000||||||||||||||||20101009000000
07522|266|56020307778|0|||171|||||01|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|268||0|||143|||||01|07|02|56||||1||000000|000937||||||||||||||||20101009000000
07522|269||0|||142|||||01|07|02|56||||1||000000|000938||||||||||||||||20101009000000
07522|270|5602022609|0|||14/1|||||01|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|271||0|||138|||||01|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|272||0|||137|||||01|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|273||0|||139|||||01|07|02|56||||1||000487|000000||||||||||||||||20101009000000
07522|274|5602025328|0|||3/1|||||01|07|02|56||||1||000509|000000||||||||||||||||20101009000000
07522|275||0|||146|||||01|07|02|56||||1||001009|000000||||||||||||||||20101009000000
07522|277||0|||168|||||01|07|02|56||||1||000965|000965||||||||||||||||20101009000000
07522|278||0|||145|||||01|07|02|56||||1||000965|000000||||||||||||||||20101009000000
07522|279|5602008117|0|||17|||||01|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|280||0|||150|||||01|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|281|56020303896|0|||166|||||01|07|02|56||||1||000000|000976||||||||||||||||20101009000000
07522|282|56020303471|0|||165|||||01|07|02|56||||1||000560|000000||||||||||||||||20101009000000
07522|283||0|||167|||||01|07|02|56||||1||000875|000000||||||||||||||||20101009000000
07522|284||0|||162|||||01|07|02|56||||1||001009|000000||||||||||||||||20101009000000
07522|285|56020298965|0|||161|||||01|07|02|56||||1||000364|000000||||||||||||||||20101009000000
07522|286||0|||160|||||01|07|02|56||||1||000000|000984||||||||||||||||20101009000000
07522|287|5602023648|0|||16/2|||||01|07|02|56||||1||000000|000985||||||||||||||||20101009000000
07522|288|5602020019|0|||16/1|||||01|07|02|56||||1||000660|000992||||||||||||||||20101009000000
07522|289|5602008116|0|||16|||||01|07|02|56||||1||000364|000993||||||||||||||||20101009000000
07522|290||0|||156|||||01|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|291||0|||153|||||01|07|02|56||||1||000000|001004||||||||||||||||20101009000000
07522|292||0|||152|||||01|07|02|56||||1||000364|000000||||||||||||||||20101009000000
07522|293||0|||151|||||01|07|02|56||||1||001009|000000||||||||||||||||20101009000000
07522|2156||0|||87/1|||||01|07|02|56||||1|2|000000|000000||||||||||||||||20120110124641
07522|2197||0|||4/3|||||01|07|02|56||||1||000000|000098||||||||||||||||20120815091635
07522|2268||0||||||||01|07|02|56||||1||000000|006109||||||||||||||||20130531083450
07522|2269||1|||117/3|||||01|07|02|56||||1|2|000000|006109||||||||||||||||20130531090337
07522|2270|56020310205|1|||87/2|||||01|07|02|56||||1|2|000000|000000||||||||||||||||20130612145944
07522|2285|56020308880|1|||172|||||01|07|02|56||||1|2|000000|006539||||||||||||||||20130902160441
07522|294||0|||55|||||02|07|02|56||||1||001400|000000||||||||||||||||20101009000000
07522|295||0|||57|||||02|07|02|56||||1||001400|000000||||||||||||||||20101009000000
07522|296||0|||56/2|||||02|07|02|56||||1||001400|000000||||||||||||||||20101009000000
07522|297||0|||56/1|||||02|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|298||0|||56|||||02|07|02|56||||1||001400|000000||||||||||||||||20101009000000
07522|299||0|||58|||||02|07|02|56||||1||000000|001028||||||||||||||||20130219150415
07522|300||0|||54|||||02|07|02|56||||1||001533|000000||||||||||||||||20101009000000
07522|302||0|||53|||||02|07|02|56||||1||001400|001031||||||||||||||||20130219150511
07522|303||0|||52/1|||||02|07|02|56||||1||000000|001035||||||||||||||||20130219150609
07522|304||0|||52|||||02|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|306||0|||5|||||02|07|02|56||||1||001638|000000||||||||||||||||20101009000000
07522|307||0|||49/2|||||02|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|308||0|||50|||||02|07|02|56||||1||001533|000000||||||||||||||||20101009000000
07522|309||0|||62/1|||||02|07|02|56||||1||001368|001058||||||||||||||||20130219150828
07522|310||0|||68/1|||||02|07|02|56||||1||001208|001062||||||||||||||||20130219150917
07522|311||0|||68|||||02|07|02|56||||1||001685|001067||||||||||||||||20130219151030
07522|313||0|||67/1|||||02|07|02|56||||1||000000|000000||||||||||||||||20101009000000
07522|314||0|||66/1|||||02|07|02|56||||1||001400|000000||||||||||||||||20101009000000
07522|315||0|||66|||||02|07|02|56||||1||000000|000000||||||||||||||||20101009000000
